"full_name","url","description","language","stars","forks","archived","created_at","updated_at","pushed_at","topics"
"NEmath09/Tasmania-Mod-1.12.2","https://github.com/NEmath09/Tasmania-Mod-1.12.2","(THIS IS THE ONE THAT WILL BE UPDATED!) A Minecraft 1.12.2 mod focused on adding new and exiting content!",,"0","0","False","2020-04-14T18:56:39Z","2020-04-14T18:56:39Z","2020-04-14T18:56:40Z",""
"Chanpreet-Singh/Talk2Me-Tasmania-public","https://github.com/Chanpreet-Singh/Talk2Me-Tasmania-public","Public files to display from the research project - https://github.com/Chanpreet-Singh/Talk2Me-Tasmania which is private due to the presence of PHI data.","HTML","0","0","False","2026-05-07T11:24:44Z","2026-05-07T12:12:02Z","2026-05-07T12:11:58Z",""
"ipeb38/Febrianto-Utama","https://github.com/ipeb38/Febrianto-Utama","I am a Master Student in University of Tasmania",,"0","0","False","2019-10-22T04:18:43Z","2019-10-22T04:18:46Z","2019-10-22T04:18:44Z",""
"hrishikeshkumar09/Feature-Selection-Tasmanian-Devil-Optimization-FSTDO","https://github.com/hrishikeshkumar09/Feature-Selection-Tasmanian-Devil-Optimization-FSTDO","Official implementation of Feature Selection using the Tasmanian Devil Optimization (TDO) algorithm for Software Fault Prediction. Published in IJCSE (Vol. 28, No. 1).","Jupyter Notebook","0","0","False","2026-03-12T09:21:54Z","2026-03-12T09:40:26Z","2026-03-12T09:40:24Z",""
"ziogref/TAS-Fuel-HA-Intergration","https://github.com/ziogref/TAS-Fuel-HA-Intergration","An Intergration for Home Assistant to import Tasmanian Fuel prices and other information using sensors I personally wanted.","Python","7","0","False","2025-06-15T05:43:08Z","2026-04-28T02:02:01Z","2026-04-28T02:01:57Z","api;australia;hacs-integration;home-assistant;home-assistant-integration;home-automation;python;tasmania"
"lanceolata-au/prodromoi-api","https://github.com/lanceolata-au/prodromoi-api","A toolbox of automated business rules for Scouts Tasmania","C#","0","0","False","2023-04-11T02:28:46Z","2023-04-11T02:30:54Z","2023-09-09T00:34:01Z",""
"adrianwedd/virteum-reserved","https://github.com/adrianwedd/virteum-reserved","Strategic namespace reservation for Virteum - Tasmania AI Solutions ecosystem",,"0","0","False","2025-08-07T15:15:53Z","2025-08-07T15:15:57Z","2025-08-07T15:15:54Z",""
"adrianwedd/mentaris-reserved","https://github.com/adrianwedd/mentaris-reserved","Strategic namespace reservation for Mentaris - Tasmania AI Solutions ecosystem",,"0","0","False","2025-08-07T15:15:50Z","2025-08-07T15:15:54Z","2025-08-07T15:15:51Z",""
"adrianwedd/sapientia-reserved","https://github.com/adrianwedd/sapientia-reserved","Strategic namespace reservation for Sapientia - Tasmania AI Solutions ecosystem",,"0","0","False","2025-08-07T15:11:41Z","2025-08-07T15:11:46Z","2025-08-07T15:11:42Z",""
"ElijahCuff/Yellow-Pages-Scraper-Australia","https://github.com/ElijahCuff/Yellow-Pages-Scraper-Australia","PHP Project to test my community powered scraping using a php script and a CSV Database - Mainly N.E Tasmania, some Sydney & Melbourne also - Total's about a 1000 KLM Radius of Launceston Tasmania.","PHP","2","0","False","2021-03-19T06:18:59Z","2023-02-08T14:55:41Z","2022-12-14T17:22:22Z",""
"fredfery/3d-land-cover-map-Tasmania-esri","https://github.com/fredfery/3d-land-cover-map-Tasmania-esri",,"R","0","0","False","2024-12-11T20:27:31Z","2024-12-23T04:33:36Z","2024-12-23T04:33:32Z",""
"adrianwedd/coordinex-reserved","https://github.com/adrianwedd/coordinex-reserved","Strategic namespace reservation for Coordinex - Tasmania AI Solutions ecosystem",,"0","0","False","2025-08-07T15:15:47Z","2025-08-07T15:15:51Z","2025-08-07T15:15:48Z",""
"unitingstats-spec/UnitingStats","https://github.com/unitingstats-spec/UnitingStats","Stat on the Uniting Church in Victoria and Tasmania","HTML","0","0","False","2025-10-19T03:13:54Z","2025-10-19T04:51:45Z","2025-10-19T04:51:42Z",""
"rdmpage/pap-proc-roy-soc-tas","https://github.com/rdmpage/pap-proc-roy-soc-tas","Papers and proceedings of the Royal Society of Tasmania","PHP","0","0","False","2025-02-20T17:22:26Z","2025-02-25T08:55:16Z","2025-02-25T08:55:12Z",""
"bicycleboy/nsw_tas_fuel_station","https://github.com/bicycleboy/nsw_tas_fuel_station","Include cheapest fuel prices and favourite station prices in your Home Assistant dashboard.  For NSW, the ACT and Tasmania (Australia).","Python","3","1","False","2025-10-09T06:03:08Z","2026-04-20T04:10:00Z","2026-04-20T04:09:56Z","fuel-prices;hacs-integration;home-assistant;home-assistant-integration;nsw;python;tasmania"
"GITenberg/The-History-of-Tasmania-Volume-I_24362","https://github.com/GITenberg/The-History-of-Tasmania-Volume-I_24362","The History of Tasmania, Volume I by West, John
 is a Project Gutenberg book, now on Github.","HTML","0","0","False","2014-07-31T04:32:56Z","2018-10-29T18:56:07Z","2018-10-18T22:34:05Z",""
"fredfery/3d-land-cover-map-Tasmania-esa","https://github.com/fredfery/3d-land-cover-map-Tasmania-esa",,"R","0","0","False","2024-12-23T04:25:41Z","2024-12-23T08:52:32Z","2024-12-23T08:52:28Z",""
"savindalak/UV-Index-analysis-for-Tasmania-Kingston-","https://github.com/savindalak/UV-Index-analysis-for-Tasmania-Kingston-","This is a UV index analysis and comparison for Tasmania","Jupyter Notebook","0","0","False","2020-02-08T11:55:36Z","2020-03-23T07:10:34Z","2020-03-23T07:10:32Z",""
"43South/westtamarda","https://github.com/43South/westtamarda","West Tamar Council Tasmania Development Application scraper for plannningalerts","Python","0","0","False","2021-09-17T07:33:51Z","2021-09-19T00:13:31Z","2021-09-19T00:13:29Z",""
"adrianwedd/cerebrix-reserved","https://github.com/adrianwedd/cerebrix-reserved","Strategic namespace reservation for Cerebrix - Tasmania AI Solutions ecosystem",,"0","0","False","2025-08-07T15:15:59Z","2025-08-07T15:16:04Z","2025-08-07T15:16:00Z",""
"dmarco1976/TazAgents","https://github.com/dmarco1976/TazAgents","List of all Active Real Estate Agents in Tasmania, Australia","Python","0","0","False","2026-01-04T18:31:35Z","2026-01-04T23:27:06Z","2026-01-07T23:20:40Z",""
"GITenberg/The-History-of-Tasmania-Volume-II_22849","https://github.com/GITenberg/The-History-of-Tasmania-Volume-II_22849","The History of Tasmania , Volume II by West, John
 is a Project Gutenberg book, now on Github.","HTML","0","0","False","2014-07-31T00:23:08Z","2018-10-29T17:58:46Z","2018-10-18T18:46:16Z",""
"Koen-vdl/SARS-CoV-2-Tasmania-Nextstrain-build","https://github.com/Koen-vdl/SARS-CoV-2-Tasmania-Nextstrain-build",,,"0","0","False","2025-07-22T03:34:21Z","2025-10-28T01:26:47Z","2025-10-28T01:26:43Z",""
"Tas-Tech-Talks/tas-tech-events","https://github.com/Tas-Tech-Talks/tas-tech-events","A website listing tech events, meetups, etc in Tasmania","HTML","1","0","False","2025-11-21T02:17:22Z","2025-11-26T01:45:23Z","2025-11-26T01:45:19Z",""
"HaoyuWang-star/Haoyu-Wang-university-work","https://github.com/HaoyuWang-star/Haoyu-Wang-university-work","This is my work in the University of Tasmania","Dart","0","0","False","2025-05-30T03:35:57Z","2025-05-30T03:44:49Z","2025-05-30T03:44:44Z",""
"elpedroluis/tas_edge_radio","https://github.com/elpedroluis/tas_edge_radio","A radio player based on Radio Edge Tasmania 99.3","C++","0","0","False","2025-09-17T11:11:04Z","2025-09-17T11:11:47Z","2025-09-17T11:11:43Z",""
"johnnyroodt/RT3D","https://github.com/johnnyroodt/RT3D","RT3D for Unity Game Developer course by Creative Arts Tasmania",,"0","0","False","2023-10-07T05:17:11Z","2023-10-07T05:17:11Z","2023-10-07T05:17:13Z",""
"adrianwedd/lucidus-reserved","https://github.com/adrianwedd/lucidus-reserved","Strategic namespace reservation for Lucidus - Tasmania AI Solutions ecosystem",,"0","0","False","2025-08-07T15:15:57Z","2025-08-07T15:16:01Z","2025-08-07T15:15:57Z",""
"franciscoalbergoli/Sea_Urchin_Catcher","https://github.com/franciscoalbergoli/Sea_Urchin_Catcher","An educational game about urchin fisheries in Lutruwita (Tasmania).","JavaScript","0","0","False","2026-02-13T02:48:52Z","2026-02-13T02:51:15Z","2026-02-13T02:51:11Z",""
"AlexJPaton/BodyDimensions","https://github.com/AlexJPaton/BodyDimensions","Code for manuscript on feral cat body dimensions in Tasmania.",,"0","0","False","2024-02-12T10:49:26Z","2024-02-12T10:49:27Z","2024-02-12T10:51:20Z",""
"IndrakumarK/ETDACVO-An-Enhanced-Tasmanian-Devil-Inspired-Adaptive-Optimization-Algorithm","https://github.com/IndrakumarK/ETDACVO-An-Enhanced-Tasmanian-Devil-Inspired-Adaptive-Optimization-Algorithm","Adaptive Evolutionary Optimization for Medical Image Learning  ETDACVO (Enhanced Tasmanian Devil Anti-Conservative Variable Optimization)  is a hybrid evolutionary optimization framework designed to improve convergence  stability, cross-domain generalization, and anatomical fidelity in medical image learning systems","Python","0","0","False","2026-02-27T18:55:49Z","2026-02-27T19:03:17Z","2026-02-27T19:03:14Z",""
"mdsumner/L2-2022-04-tas","https://github.com/mdsumner/L2-2022-04-tas","a set of swaths from ocean colour L2 around tasmania","R","0","0","False","2023-04-17T10:33:36Z","2023-04-17T11:03:22Z","2023-04-18T11:45:26Z",""
"hewittlab/Systematic-comparison-of-Generative-AI-Protein-Models","https://github.com/hewittlab/Systematic-comparison-of-Generative-AI-Protein-Models","Codebase for the paper ""Systematic comparison of Generative AI-Protein Models""  by Alexander J Barnett, Rajendra KC, Pratikshya Pandey, Pamodha Somasiri, Kirsten A Fairfax, Sandy Hung, Alex W Hewitt @Menzies Institute for Medical Research, University of Tasmania, 7000, Australia.","Jupyter Notebook","10","0","False","2024-10-18T02:22:49Z","2025-06-24T09:42:44Z","2024-11-05T04:02:14Z",""
"kittoyeah/regionalmate","https://github.com/kittoyeah/regionalmate","RegionalMate | Regional Decisions Made Easy by Lutruwita, University of Tasmania(UTAS)","HTML","0","0","False","2025-08-17T08:22:14Z","2025-08-20T07:31:43Z","2025-08-20T07:31:40Z",""
"giftfairy/Discover-George-Town","https://github.com/giftfairy/Discover-George-Town","Your guide to businesses, services, and attractions in George Town, Tasmania","HTML","0","0","False","2026-01-18T08:36:12Z","2026-01-19T08:03:06Z","2026-01-19T08:03:02Z",""
"KimJuWan1/Classifying-Tasmanian-Bird-Vocalizations-Using-machine-learning-with-Data-Augmentation","https://github.com/KimJuWan1/Classifying-Tasmanian-Bird-Vocalizations-Using-machine-learning-with-Data-Augmentation",,"Jupyter Notebook","0","0","False","2026-03-08T04:18:33Z","2026-03-23T05:47:33Z","2026-03-08T04:48:52Z",""
"cooindaonthebeach/cooindaonthebeach","https://github.com/cooindaonthebeach/cooindaonthebeach","Welcome to CooindaOnThe Beach, a luxury beachfront retreat in Bicheno, Tasmania.",,"0","0","False","2026-01-20T05:34:33Z","2026-01-20T05:34:33Z","2026-01-20T05:34:33Z",""
"exxamalte/python-georss-tfs-incidents-client","https://github.com/exxamalte/python-georss-tfs-incidents-client","Library for convenient access to the Tasmania Fire Service Incidents GeoRSS feed.","Python","0","0","True","2019-03-27T07:30:48Z","2025-11-01T12:25:22Z","2025-11-01T12:25:04Z","georss"
"kimberleywarmsprings/kimberleywarmsprings","https://github.com/kimberleywarmsprings/kimberleywarmsprings","A simple site to raise awareness about Kimberley Warm Springs in Tasmania","HTML","0","0","False","2025-08-08T06:27:59Z","2025-08-20T13:13:57Z","2025-08-20T13:13:53Z",""
"JonathanHolvey/tastopo","https://github.com/JonathanHolvey/tastopo","A CLI tool for generating printable topographic maps for anywhere in Tasmania","Python","0","0","False","2021-08-01T12:28:00Z","2025-03-28T10:18:39Z","2025-07-23T11:49:42Z",""
"anilbhattaraitoronto/everest","https://github.com/anilbhattaraitoronto/everest","A responsive, mobile-first website for Everest Magazine of Hobbart Tasmania","HTML","0","0","False","2018-12-30T05:43:54Z","2019-01-01T07:26:35Z","2019-01-01T07:26:33Z",""
"nf-s/multiverse-website","https://github.com/nf-s/multiverse-website","Website for the Multiverse 2025 music and arts festival in Tasmania, Australia","TypeScript","0","1","False","2023-07-13T08:31:44Z","2026-05-03T22:26:14Z","2025-01-20T13:39:29Z",""
"vidyajay1/Farm-Guide-App","https://github.com/vidyajay1/Farm-Guide-App"," Created an app using XCode with Swift about a farm in Tasmania.","Swift","1","0","False","2019-09-01T08:03:06Z","2020-09-03T22:35:06Z","2020-09-03T22:35:04Z",""
"girish1993/ETS-vs-ARIMA-for-Retail-Data-for-Tasmania---Business-Forecasting","https://github.com/girish1993/ETS-vs-ARIMA-for-Retail-Data-for-Tasmania---Business-Forecasting",,"R","0","0","False","2019-08-05T09:40:30Z","2019-08-05T09:58:17Z","2019-08-05T09:58:15Z",""
"Kirirou/farmtasker-au","https://github.com/Kirirou/farmtasker-au","Rust e-commerce website on Leptos framework for local farmers in Tasmania","Rust","0","0","False","2024-09-03T06:48:57Z","2026-05-04T09:53:12Z","2026-01-17T18:47:38Z",""
"Hobart-Hostel-Accommodation/Tony-Guerra","https://github.com/Hobart-Hostel-Accommodation/Tony-Guerra","Hobart-Hostel-Accommodation in 41 Barrack Street, Hobart, 7000, Tasmania, Australia, 7000",,"0","0","False","2016-02-03T06:36:19Z","2016-02-03T06:36:19Z","2016-02-03T06:36:19Z",""
"galckmin/PhD_DataAnalysis","https://github.com/galckmin/PhD_DataAnalysis","Gustavo Togeiro de Alckmin. PhD Data Analysis. University of Tasmania; Wageningen University",,"0","0","False","2018-01-28T23:44:53Z","2018-01-28T23:44:53Z","2018-01-28T23:44:54Z",""
"u7293638/aus-ghost-map","https://github.com/u7293638/aus-ghost-map","Map of Ghost Stories in Tasmania and Australia, extracted from Trove data",,"0","0","False","2023-10-10T02:35:28Z","2023-10-16T05:10:01Z","2023-10-27T21:57:05Z",""
"equivalentideas/tas_lg_directory_councillors","https://github.com/equivalentideas/tas_lg_directory_councillors","The names of elected councillors at local government councils in Tasmania, Australia","Ruby","0","1","False","2016-05-06T06:10:10Z","2016-05-06T06:10:13Z","2016-05-08T05:33:05Z",""
"nf-s/tas-convict-datavis-d3","https://github.com/nf-s/tas-convict-datavis-d3","Health of Convicts during Voyages to Tasmania - D3 and Stardust.js Visualisation","JavaScript","0","0","False","2018-01-16T06:24:58Z","2023-06-14T06:08:48Z","2023-06-14T06:08:43Z",""
"namedummy568-stack/Indigenous_Studies_Research","https://github.com/namedummy568-stack/Indigenous_Studies_Research","Research on the impact of European settlement on Aboriginal communities in Tasmania.",,"0","0","False","2025-09-21T12:03:20Z","2025-09-21T12:04:02Z","2025-09-21T12:03:59Z",""
"lukaslindenthal/flight-campaign-rf01-demo","https://github.com/lukaslindenthal/flight-campaign-rf01-demo","This is a web map of a flight campaign in southern Tasmania","JavaScript","0","0","False","2023-04-13T23:40:46Z","2023-04-13T23:48:47Z","2023-04-13T23:51:47Z",""
"adrianwedd/meridian-reserved","https://github.com/adrianwedd/meridian-reserved","Strategic namespace reservation for Meridian - Tasmania AI Solutions ecosystem. Future organization: github.com/Meridian",,"0","0","False","2025-08-07T15:14:00Z","2025-08-07T15:14:04Z","2025-08-07T15:14:00Z",""
"tbhkuiper/afternoon_with_Reber","https://github.com/tbhkuiper/afternoon_with_Reber","Audio of a visit with Grote Reber at his home in Bothwell, Tasmania.",,"0","0","False","2016-07-24T00:01:53Z","2018-04-28T16:58:12Z","2018-04-28T16:58:04Z",""
"jwillett77/health-workforce-analysis","https://github.com/jwillett77/health-workforce-analysis","Analysis of Health Workforce, population demographics and future HW demand. Currently focused on Tasmania.","R","0","0","False","2026-03-18T10:14:35Z","2026-03-18T10:30:52Z","2026-03-18T10:30:47Z",""
"utas-cts/UTAS-Timetable-Scraper","https://github.com/utas-cts/UTAS-Timetable-Scraper","A python console application for scraping timetable information from the University of Tasmania website","Python","0","0","False","2019-10-21T14:01:44Z","2019-11-27T05:53:00Z","2022-12-08T06:53:29Z",""
"adrianwedd/tasmanis-reserved","https://github.com/adrianwedd/tasmanis-reserved","Strategic namespace reservation for Tasmanis - Tasmania AI Solutions ecosystem. Future organization: github.com/Tasmanis",,"0","0","False","2025-08-07T15:13:48Z","2025-08-07T15:13:52Z","2025-08-07T15:13:49Z",""
"adrianwedd/nexurus-reserved","https://github.com/adrianwedd/nexurus-reserved","Strategic namespace reservation for Nexurus - Tasmania AI Solutions ecosystem. Future organization: github.com/Nexurus",,"0","0","False","2025-08-07T15:13:39Z","2025-08-07T15:13:43Z","2025-08-07T15:13:40Z",""
"adrianwedd/cogitara-reserved","https://github.com/adrianwedd/cogitara-reserved","Strategic namespace reservation for Cogitara - Tasmania AI Solutions ecosystem. Future organization: github.com/Cogitara",,"0","0","False","2025-08-07T15:14:03Z","2025-08-07T15:14:06Z","2025-08-07T15:14:03Z",""
"adrianwedd/luminate-reserved","https://github.com/adrianwedd/luminate-reserved","Strategic namespace reservation for Luminate - Tasmania AI Solutions ecosystem. Future organization: github.com/Luminate",,"0","0","False","2025-08-07T15:13:54Z","2025-08-07T15:13:58Z","2025-08-07T15:13:54Z",""
"adrianwedd/synaptiq-reserved","https://github.com/adrianwedd/synaptiq-reserved","Strategic namespace reservation for Synaptiq - Tasmania AI Solutions ecosystem. Future organization: github.com/Synaptiq",,"0","0","False","2025-08-07T15:13:51Z","2025-08-07T15:13:54Z","2025-08-07T15:13:51Z",""
"adrianwedd/convergis-reserved","https://github.com/adrianwedd/convergis-reserved","Strategic namespace reservation for Convergis - Tasmania AI Solutions ecosystem. Future organization: github.com/Convergis",,"0","0","False","2025-08-07T15:13:42Z","2025-08-07T15:13:46Z","2025-08-07T15:13:43Z",""
"adrianwedd/orchestris-reserved","https://github.com/adrianwedd/orchestris-reserved","Strategic namespace reservation for Orchestris - Tasmania AI Solutions ecosystem. Future organization: github.com/Orchestris",,"0","0","False","2025-08-07T15:13:57Z","2025-08-07T15:14:01Z","2025-08-07T15:13:57Z",""
"FuryGamesPtyLtd/Victor","https://github.com/FuryGamesPtyLtd/Victor","Victor is a demo Unreal Engine project for Fury's Tasmania and Wakefield plugins","C++","0","0","False","2022-09-12T17:03:19Z","2022-09-13T16:22:17Z","2022-09-12T17:17:11Z",""
"adrianwedd/menticus-reserved","https://github.com/adrianwedd/menticus-reserved","Strategic namespace reservation for Menticus - Tasmania AI Solutions ecosystem. Future organization: github.com/Menticus",,"0","0","False","2025-08-07T15:18:29Z","2025-08-07T15:18:33Z","2025-08-07T15:18:29Z",""
"SorkinType/TASSchoolHandAustralia","https://github.com/SorkinType/TASSchoolHandAustralia","This font family is made to support handwriting instruction as offered in Tasmania, Australia","Python","0","0","False","2023-09-30T03:37:13Z","2023-10-04T05:06:30Z","2024-03-20T11:10:57Z","australia;font;fonts;handwriting-instruction;tasmania;tasmanian"
"sdesalas/pocket-convict-finder","https://github.com/sdesalas/pocket-convict-finder","Mobile app for searching 85,000 convicts transported to Tasmania in the 19th century.",,"0","0","False","2015-07-03T15:36:55Z","2016-01-12T06:00:20Z","2016-01-12T05:59:07Z",""
"TheMartianLife/Honours-Presentation","https://github.com/TheMartianLife/Honours-Presentation","Mid-year and final presentations for 2019 Honours project at the University of Tasmania.",,"0","0","True","2019-05-24T03:43:49Z","2023-01-28T07:44:48Z","2019-10-20T07:53:58Z",""
"sage3648/KIT107-Programming","https://github.com/sage3648/KIT107-Programming","My completed assignment work for KIT107, a C programming unit at the University of Tasmania","C","1","0","False","2019-06-20T10:12:44Z","2021-02-11T22:30:19Z","2019-06-20T10:32:56Z",""
"adrianwedd/zephyric-reserved","https://github.com/adrianwedd/zephyric-reserved","Strategic namespace reservation for Zephyric - Tasmania AI Solutions ecosystem. Future organization: github.com/Zephyric",,"0","0","False","2025-08-07T15:13:45Z","2025-08-07T15:13:49Z","2025-08-07T15:13:46Z",""
"fengjianmenglab/Code-and-data-availability-for-niche-and-range-dynamics-ofTasmanian-blue-gum","https://github.com/fengjianmenglab/Code-and-data-availability-for-niche-and-range-dynamics-ofTasmanian-blue-gum",,"R","0","0","False","2022-01-08T12:14:59Z","2022-01-08T12:17:20Z","2022-01-08T12:17:17Z",""
"mahirs291/house-price-analysis","https://github.com/mahirs291/house-price-analysis","Analysis of house prices in Tasmania, including acquisition of data and application of BI","Jupyter Notebook","0","0","False","2024-06-20T19:34:09Z","2024-07-04T18:21:01Z","2024-06-21T08:54:14Z",""
"RobTheOceanographer/tassie_sst_climatology","https://github.com/RobTheOceanographer/tassie_sst_climatology","Representative climatologies of sea surface temperature (SST) around Tasmania for the Tasmanian Salmon aquaculture industry.",,"1","0","False","2016-08-03T23:45:37Z","2018-11-14T22:17:10Z","2016-08-04T23:15:00Z",""
"Cantina-Latina/site","https://github.com/Cantina-Latina/site","Demo of JS/React skills while creating a public face for Cantina Latina Tasmania","JavaScript","0","0","False","2022-07-28T08:49:37Z","2022-08-14T23:27:29Z","2024-09-25T01:08:03Z",""
"Andrew-Klekociuk/allskycam","https://github.com/Andrew-Klekociuk/allskycam","Display of images and other data associated with an all-sky camera at Kingston, Tasmania","HTML","0","0","False","2026-02-15T23:40:10Z","2026-02-16T03:21:07Z","2026-02-16T03:21:04Z",""
"UTAS-physics/KYA211","https://github.com/UTAS-physics/KYA211","Content to accompany the KYA211: Waves and Kinectic Theory unit at the university of Tasmania","Jupyter Notebook","0","0","False","2026-02-27T03:37:09Z","2026-03-26T04:45:01Z","2026-03-26T04:44:57Z",""
"NicholasCluff/nullmaps","https://github.com/NicholasCluff/nullmaps","Mobile-first web map for Tasmania LIST services using SvelteKit, MapLibre GL, and Svelte 5","Svelte","0","0","False","2025-08-05T06:45:02Z","2025-08-13T04:46:54Z","2025-08-13T04:46:51Z",""
"DPIPWE/LIST_Tools_Pro_At_3_Addin","https://github.com/DPIPWE/LIST_Tools_Pro_At_3_Addin","An ArcGIS Pro 3 Addin to ease access to the Land Information System Tasmania (theLIST) ",,"0","0","False","2023-06-14T08:26:16Z","2024-08-16T06:29:19Z","2024-08-16T06:29:16Z",""
"sage3648/KIT101-Programming-Fundamentals","https://github.com/sage3648/KIT101-Programming-Fundamentals","My completed assignment work for KIT101, a Java programming unit at the University of Tasmania.","Java","0","0","False","2019-06-20T10:26:57Z","2019-06-20T10:31:43Z","2019-06-20T10:31:41Z",""
"yatian-skyler-li/GEE_LandcoverClassify","https://github.com/yatian-skyler-li/GEE_LandcoverClassify","Landcover classification in Tasmania, Australia using Random Forest classifier in Google Earth Engine (GEE) JavaScript API","JavaScript","1","0","False","2024-07-23T11:23:30Z","2024-10-16T17:14:09Z","2024-07-23T17:34:36Z",""
"sage3648/KIT301-ICT-Project","https://github.com/sage3648/KIT301-ICT-Project","My completed work from the capstone unit of the University of Tasmania Batchelor Degree of ICT - Software Development - VR software to be used with the HTC Vive for the Geology department at the University of Tasmania",,"0","0","False","2019-06-20T10:55:20Z","2020-01-26T06:20:39Z","2019-06-20T11:50:49Z",""
"DPIPWE/LIST_Tools_Pro_Addin","https://github.com/DPIPWE/LIST_Tools_Pro_Addin","An ArcGIS Pro 2.6+ Addin to ease access to the Land Information System Tasmania (theLIST)",,"1","0","False","2022-03-31T06:32:52Z","2023-06-14T08:26:56Z","2023-06-14T08:22:28Z",""
"vinmasci/Lutruwita_Way","https://github.com/vinmasci/Lutruwita_Way","An interactive mapping application for exploring Lutruwita (Tasmania) featuring satellite imagery, town information, and user contributions.",,"0","0","False","2025-01-06T19:01:42Z","2025-01-06T19:01:42Z","2025-01-06T19:01:42Z",""
"aj-kivimaki/au2mate-showcase","https://github.com/aj-kivimaki/au2mate-showcase","Modern vehicle marketplace for Tasmania — Full-stack app with AWS, Prisma, React, secure auth, payments, and CI/CD.",,"0","0","False","2024-10-19T10:26:45Z","2025-12-05T16:04:33Z","2024-11-28T14:50:08Z","aws;docker;express;full-stack;github-actions;marketplace;mysql;nodejs;prisma;react;redis;typescript"
"grimley517/grimley517.github.io","https://github.com/grimley517/grimley517.github.io","This is why you should Hire me if you are a Tech SME in Tasmania, Australia","CSS","0","0","False","2014-03-23T14:34:49Z","2025-07-17T16:59:23Z","2025-07-17T16:59:20Z",""
"AleronFrancois/PostCodeProgram","https://github.com/AleronFrancois/PostCodeProgram","Allow users to get a list of postcodes within Tasmania and the suburbs/towns they contain.","Java","0","0","False","2025-03-13T11:49:41Z","2025-03-25T01:00:18Z","2025-03-25T01:00:15Z",""
"zhiyi-zy/airbnb-viz","https://github.com/zhiyi-zy/airbnb-viz","Provide insights into Airbnb listing availability, pricing, and distribution across Tasmania using Python and Jupyter Notebook","Jupyter Notebook","0","0","False","2023-07-10T05:36:03Z","2024-05-07T16:29:04Z","2024-05-07T15:01:31Z","data-analysis;data-visualization;design-computing;python"
"vecotter-cpu/dovecote-estate","https://github.com/vecotter-cpu/dovecote-estate","Dovecote Estate — Premium Coastal Land & House Packages in Stanley Tasmania | Optimised for SEO & Performance (Oct 2025 Pass)","TypeScript","0","0","False","2025-10-14T09:43:23Z","2026-04-29T02:51:42Z","2026-04-29T02:51:38Z",""
"sage3648/KIT202-Secure-Web-Programming","https://github.com/sage3648/KIT202-Secure-Web-Programming","My completed assignment work for KIT202, a web programming unit at the University of Tasmania in 2017.","PHP","0","0","False","2019-06-20T10:34:09Z","2022-05-04T02:50:48Z","2019-06-20T10:41:59Z",""
"parisba/2026-ArtsTas-SL","https://github.com/parisba/2026-ArtsTas-SL","Grant application for Arts Tasmania — Secret Lab — Organisation funding for new projects emphasising Hobart-based/Arts focus.",,"0","0","False","2025-11-05T00:09:49Z","2025-11-05T00:27:46Z","2025-11-05T00:30:46Z",""
"sage3648/KIT305-Mobile-Application-Development","https://github.com/sage3648/KIT305-Mobile-Application-Development","My completed assignment work for KIT305, a mobile application programming unit at the University of Tasmania in 2018.","Java","0","0","False","2019-06-20T10:44:49Z","2019-06-20T11:50:16Z","2019-06-20T11:50:14Z",""
"GITenberg/Under-the-Southern-Cross--13-Or-Travels-in-Australia-Tasmania-New-Zealand-Samoa-and-Other-Pac__34037","https://github.com/GITenberg/Under-the-Southern-Cross--13-Or-Travels-in-Australia-Tasmania-New-Zealand-Samoa-and-Other-Pac__34037","Under the Southern Cross&#13;Or Travels in Australia, Tasmania, New Zealand, Samoa, and Other Pacific Islands by Ballou, Maturin Murray
 is a Project Gutenberg book, now on Github.","HTML","0","0","False","2014-08-01T19:28:23Z","2018-10-30T00:18:55Z","2018-10-17T01:35:55Z",""
"cazalye/universityFC","https://github.com/cazalye/universityFC","A new site for the University of Tasmania Football (Soccer) Club; built with Gatsby, React, Contentful & Netlify","TypeScript","0","0","False","2020-09-07T21:28:55Z","2021-02-17T02:40:33Z","2021-02-08T06:05:24Z","contentful;gatsby;gatsby-site;netlify;react"
"KatieVandorou/Thesis-Code","https://github.com/KatieVandorou/Thesis-Code","Code used for my Honours thesis on AGN Jet simulations at the University of Tasmania (supervised by S. S. Shabala)","Python","0","0","False","2017-11-12T04:24:45Z","2020-05-07T00:29:03Z","2020-05-07T00:21:13Z",""
"janekerry123/UTas-K7I-s2-2020","https://github.com/janekerry123/UTas-K7I-s2-2020","Yujie‘s blog on studying Master of Information Technology and Systems in University of Tasmania(start in Semester 2 2020)",,"0","0","False","2020-06-28T15:55:39Z","2020-06-29T08:50:02Z","2020-06-29T08:49:59Z",""
"Richardaliu8/Global-Climate-Diagnostics-via-Big-Data-Analytics","https://github.com/Richardaliu8/Global-Climate-Diagnostics-via-Big-Data-Analytics","This project employs advanced big data tools, including Apache Spark on Google Cloud Platform, to analyze historical climate data stored in a conceptual vault in Tasmania. ","Jupyter Notebook","0","0","False","2024-05-10T11:34:45Z","2024-05-10T11:37:35Z","2024-05-10T11:37:31Z",""
"RobWilsonTas/Tas_Aspect_Dryness","https://github.com/RobWilsonTas/Tas_Aspect_Dryness","Using an elevation model to determine how dry a slope is in the context of Tasmania (i.e steep NNW slopes are driest)","Python","0","0","False","2026-04-08T22:59:44Z","2026-04-08T23:07:01Z","2026-04-08T23:06:57Z",""
